item_id,text,category,sub-category
409,Why not? I would vote for a chimpanzee before I would vote for harper and I am not alone,random,random
410,"As a Liberal from Toronto I don't really think about these things much. Once Justin Trudeau is elected Prime Minister For Life, we will have sunshine and rainbows forever! This is what the CBC told me at least.....",random,random
411,What's Jay Sherman blathering on about?,random,random
412,Pretty lame attempt to defend this pos.,random,random
413,If all you crave in a woman is a wet t-shirt or a bikini then you are a pig....sigh...hey buddy my eyes are up here...,random,random
414, A rose by any other name smells as sweet....' Call them what you like. It changes nothing.,random,random
415,Red herring alert.,random,random
416,You poor sensitive soul. Perhaps you should confine yourself to a 'safe space'.,random,random
417,Are you expecting a guarantee that it should meet with your approval?,random,random
418,"Far outnumbered by the misogynists.'---------------------------So if your not a feminist, you're a misogynist?",random,random
419,"Got some bad news for your conspiracy theory. Obama has to exit the White House, anyway.",random,random
420,Not so soft hypocrisy - the Globe editorialists barely mentioned the issue when the Conservatives signed the deal. Now they are using barrels of ink to persuade us how the Libs screwed up. Nice try.,random,random
421,"Great article. Big Pharma, advertising, commercials, books, chat shows, etc all focus on 'what's wrong with me/us'? it's all about making $$.",random,random
422,What about the presstitutes? Lets legalise them too.,random,random
423,"I wouldn't bother defending your honesty with this crowd, Ed. They believe every hateful accusation against Muslims, and deny every story that might sympathize with Muslims.",random,random
424,"Darn the truth, eh Joey and babbleon",random,random
425,"We might as well just appoint him Prime Minister now. After all, he's leading in the polls. That would be the democratic thing to do.",random,random
426,Speaking of tools. It's arsenal.,random,random
427,"All Europe, not only Sweden!!!!!",random,random
428,"Actually it was developed by lefties to make fun of each other for the ever changing ""correct"" language in lefty circles. And just like Saul Alinsky, it was co-opted and turned in to a right wing meme and hobby horse.",random,random
429,"Right on, D_Peters. Sounds like fun. What a work ethic, eh?",random,random
430,"Read the post and think a little harder, RW.",random,random
431,"Where is death to Harper mentioned Lazy Beaver 1's chatter ? Death may only be in your ability to read and to reason. Not disgusting, just pathetic.",random,random
432,"Also, Robert Nixon and Stephen Lewis (particularly) were gutless.",random,random
433,"That's not even passable name calling. BTW by the look of this post, coherency is not your strong suit.",random,random
434,"No more hate filled than you, for backing the wrong horse.",random,random
435,BS. What is your reference for this statement?,random,random
436,"Well, Pierre Trudeau inherited a country that had the 2nd highest GNP per capita in the world (tied with Sweden) and ran it down to 14th or so. So there's competition.",random,random
437,You can't help it if you're ignorant of the law and one's legal rights - you're just one of the mob and need it to think for you.,random,random
438,hard core separatists who stay in Canada...?and what does 'arrogant to a distraction' actually mean? vraiment!!! You sound a little anti-francophone to me. Perhaps if Justin changed his last name to Waterhole you'd vote for him lol.,random,random
439,Very thoughtful post. Must take an IQ over 50.,random,random
440,Check out the guys record on truth of statements he makes. He is lying about 78% of the time. http://www.politifact.com/personalities/donald-trump/,random,random
441,"Dad, as he undoes his belt to deliver a (much needed) swat: go ahead and call them, son... the Liberals haven't made good on their vow yet!!",random,random
442,2 different points of view is a good thing if only leftist rags would do the same,random,random
443,"Putin may (as a statesman) want to take credit for Russia's entry. as his legacy. Merkel is a failure compared to such as Metternich and Bismarck. She's a Pentagon puppet, even uses their phones. ",random,random
444,only if you are a liberal or a dipper,random,random
445,"Wow, only 6, actually 7 more years until we can start to get reliable information again. Thank God nothing important is happening in the meantime.",random,random
446,They'd have that money if they would drop their feeble attempts at comedy that are really cleverly disguised attacks on whatever government is in power (at all levels) in the form of satire.,random,random
447,"Let bch speak if he./she wants to., logically presented arguments are rare here.",random,random
448,"Unless you are speaking English. Then it's ""Hail Harper.""",random,random
449,You noticed that that page is empty? Very fitting.,random,random
450,While the right wraps itself in religion and claim to have a monopoly on patriotism.,random,random
451,"cberk, Common sense - you should try it sometime.",random,random
452,Oooh boy! I guess you've revealed a lot about yourself in a single sentence,random,random
453,"Oh, for pete's sake G&M! The term Reformer-c*m-Independent is not worthy of moderation or censorship. Grow up!",random,random
454,A Sikh player wearing a sport turban does not in any way enforce his religion onto you. But you are pushing your bigotry onto him.,random,random
455,Well then stay under your rock.,random,random
456,"I am not sure about this decision , I am afraid of 'mission creep' but once our forces are engaged every Canadian will back them and hope and pray there will be no body bags coming home.",random,random
457,The Rebel is not interested in 'asking the hard questions'. They are only interested in advancing their obnoxiously partisan point of view.,random,random
458,Have they really? I like Canada - I just don't like the bigots.,random,random
459,"I agree that the status of women in China has improved a lot, especially compared to India, but1. it is still not enough2. it started before the Communism took over.",random,random
460,"Every day Trudeau-lite proves how unfit he is to lead the country, let alone the Liberals, well, perhaps not he latter.",random,random
461,I disagree with your comment a lot as I don't think it really addressed anything I said,random,random
462,It's vindictive. Pure and simple. These guys run the country like the mafia.,random,random
463,LOL! well said.,random,random
464,"I see a real problem with this article, if every minority is over represented due to political expediency we will run out of cabinet positions! No problem for the Trudeau liberals. Like Doritos, we'll make more.",random,random
465,Conservatives would win election on less votes than Liberals: July 2013 seat projectiondemocraticvotingcanada.blogspot.ca/2013/07/fpp-mockery-of-democracy-update-july.html,random,random
466,"Poor Ricky, just more of his usual whining about those who do from one who never has!! standing by for his usual fraudulent or is it flatulent retort",random,random
467,How in the heck would anyone know at this time?? Lies,random,random
468,Another Toronto troll. Idiots like Simpson and wmk deserve each other.,random,random
469,"Oh please tell us, g.d., about your photosynthesis delusions. Wait while I get some popcorn.",random,random
470,...And his generation is out of touch with reality. They should all grow up.,random,random
471,Go work for the CBC. Your extreme left-wing bias will be more readily accepted there.,random,random
472,I forgot the world is flat and only 150 years old to you neo-cons.,random,random
473,TWF - mind your own business.,random,random
474,Maybe the thumbs down are for poorly-written and executed irony,random,random
475,What this means for Hillary is that she can finally dump that Arkansas Cracker she's been stuck with for the last four decades.,random,random
476,"I think the main problem is the Catholic Church. It facilitates, activates and enables the corruption and ignorance that prevents knowledge, action and proper solutions being implemented.",random,random
477,"if CSIS will only arrest you if you are telling the truth, you have no worries",random,random
478,"It's nothing to do with the drought. It's corruption, incompetence and stupidity. I think that is fair.",random,random
479,"Really, only one question. Given the fact that basically the only 'promise' this government has fulfilled is that we won't recognize Canada when Harper's through, why would anyone believe anything outlined in this budget?",random,random
480,On the other hand the defrocking of priests and nuns was a good move !!!!,random,random
481,No one is stopping you. please go,random,random
482,rick the CON will defend all CON crime.,random,random
482,rick the CON will defend all CON crime.,moral,care
483,You don't seem to know who appointed whom,random,random
484,"If we don't sell them the ordinance, some-one else will, has to be the laziest ethical cop out argument. Why not just say we will sell them the ordinance. All consequences be damned, and the devil take the...",random,random
485,Really? Importing an American shop worn narrative into Canada to explain how this person 'forgot' where she was born? Really? Grow a few gray cells for heaven's sake.,random,random
486,"Your view is distorted by your politics, and by trying to get a job at McDonalds....",random,random
487,And americans wonder why everyone hates them?,random,random
488,"He's a robot spouting out his pre-programmed responses, and they clearly didn't upgrade his program prior to the debate. All the same lies, all the time.",random,random
489,Why don't you go loan them YOUR money hot shot? I hear they are offering a pretty good return on your investment.,random,random
490,more then 50% of BC voters are saying yes. I don't know where your getting this no from.,random,random
491,"Brilliant idea! We can go around together with the signup sheet, starting with Montreal. When are you available to start?",random,random
492,"Adscam or 'pump-your-own-tires' scam... different out-houses, same smell.",random,random
493,"How much longer will the sky be falling? Seeing suzuki on the Australian talk show really informs you how much this snake oil salesman knows, which is basically nothing. He is a large hypocrite though, I will give him that.",random,random
494,Or use their time to hang out with an MP dying of cancer in order to expedite their transition to government.,random,random
495,That's right. Don't fight evil. Let some other Country do it Jean. You are a cultural icon!,random,random
496,"30% debt to GDP ratio1% deficit to GDP ratioGreeece: Debt: 250% Debt to GDP ratioDeficit: 10% Deficit to GDP ratioYes, clearly we are exactly the same.",random,random
497,"Hysterical: deriving from or affected by uncontrolled extreme emotion or relating to, associated with, or suffering from hysteria",random,random
498,Clinton is preparing for the debates which will be watched by millions. Far smarter use of her time. Trump just can't tear himself away from the ego trip to do the same. He will look like the childish amateur that he is because of his laziness.,random,random
499,"Translation: Canadian Foreign Aid will be delivered by teaching Peruvians to rape their land for profit, which will be largely enjoyed by Canadian Mining Corporations. Steve also thinks there's a nice enslavable Native population there, too.",random,random
500,China apologist=======LOL I always say I am Chinese here. Why should I apologize for myself? Being a Chinese is much better than being a Canadian. We Chinese are just not used to be licking ...,random,random
501,You are wrong. It has definitely made an impact elsewhere. Get some new talking points.,random,random
502,"Every single sentence a blatant lie. Good work, Peter1410.",random,random
503,What twisted logic. No one in Canadian media endorses or excuses these killings at all!,random,random
504,"The Abrahamic religions (Christianity, Islam, Judaism) developed out of an old dispute between the sons of Abraham'.Now that's a weird interpretation, but I upvoted you anyway.",random,random
504,"The Abrahamic religions (Christianity, Islam, Judaism) developed out of an old dispute between the sons of Abraham'.Now that's a weird interpretation, but I upvoted you anyway.",moral,purity
505,"So we'll ignore the non-Christian historians like Josephus, who wrote 2000 years ago, and who talk about Jesus and his crucifixion. Even if you don't want to believe in him as God, there is a lot of historical backing that he was a real person.",random,random
506,"So who are you to pronounce on what clothing does and doesn't qualify as modest for Muslim women? It's for Muslims to determine, not Canadian good ol' boys.",random,random
507,Yeah and Tory has the least credible plan....,random,random
508,sorry you don't have the capacity to understand that 'rich' resource is killing the planet.,random,random
509,"I don't neccessarily disagree with any of that... but this article is about Trump, not Clinton or Obama, so how is your comment relevant? It isn't as far as I can tell",random,random
510,"Bob Beal Nonsense, and you should not say such things.+++++++++++++++++++++++++++Actually, its utterly true and historically correct - they also engaged in taking slaves. Do some reading...",random,random
511,"The corporations are mere amateurs when it comes to politicians pitching 'stupidity' wrapped up un the latest partisan mantra of FREE social services, health care, education, blah, blah, fiddle, faddle, jobs ... vote for ME ....",random,random
512,"We give away that oversight when we elect governments whose main pitch is to serve public sector employees, for example Dalton McGuinty in Ontario, whose brain trust has now migrated to Ottawa in support of a doey-eyed political heir.",random,random
513,Why do the countries that lead in the War on Terrorism kill more civilians than the 'terrorists' do?,random,random
514,"*Someone* wants a Senate post! Seriously though, this is a clickbait garbage article.",random,random
515,Whomever the next PM is will come out fine because of this episode. But Harper is toast.,random,random
516,typical victim mentality - always someone elses fault. The trademark of the socialist.,random,random
517,"The federal people are too busy making selfies these days, so too busy to make decisions.",random,random
518,Harper's new law allowing him to steal what he wishes from the media for his attack ads could be turned back on him.,random,random
519,The author is probably very happy with this win! She gets to write her repetitive articles for the G&M for four more years.,random,random
520,As will mine. The nonsensical editorial endorsement of the Conservative Party was pretty much the last straw. This just confirms it.,random,random
521,"So you've missed all the information over the last, oh, couple of hundred years on the social construction of racism, sexism, classism, capitalism, ....",random,random
522,"Bingo. I was appalled by their shallow and, frankly, predictable recitation of left-wing talking points Just completely missed the point didn't you? That figures since you progs seem to be quite full of hate for anybody that disagrees with you.",random,random
523,"Though homophobia certainly still lurks in clubhouse culture, ...'Evidence please, or is it just presumed because it's all male.",random,random
524,Racist slime. Really?,random,random
525,"Why the extremes with your thinking? It seems to me, with you its either conversion therapy or full on transitioning with no middle ground. Full on transitioning is in itself just another form of extreme conversion therapy",random,random
526,"What if the terrorist wannabe plans to attack Egypt and is imprisoned in Egypt shall we also mind our own business and not provide consular services, which ultimately means more taxes too much of this going on lately",random,random
527,"In my opinion, a nonsensical comment.",random,random
528,"No truthful friend, but then folks like you have always had a problem with the truth.",random,random
529,"Say, JD, maybe you can let also readers know what the Christians, the Jews, the Buddhists and the Hindus will be up to as well. Or stick to what you know, the bigots and fools.",random,random
530,"You know the language you're using isn't even your own, right? 'Leftist elitists'? Step away from the hype, look at the situation for what it really is. Who are you defending?",random,random
531,"Not sure how the PM can decide on any issues in our country......he's never here! He's a PM via text email or of course the odd selfie, he is a joke!",random,random
532,"Rob Ford is far from perfect alright. He's drifting into the incompetent, way-over-his-head territory. But, on the bright side, his association with the prime minister has cost the Conservatives some support.",random,random
533,I just read the above. I am a scientist and this post is just total rubbish from an uneducated neocon moron.,random,random
534,As opposed to the regurgitation by Marcus Gee by repeating Deluce speaking points which are outright lies? You obviously did not read the City staff's report which overwhelming recommended deferral until a lot of unanswered questions get answered.,random,random
535,"I think it's a concern about Canada, but go ahead with your continual, ineffectual baiting, as you always do.",random,random
536,The law only applies to some Canadians and not others. That is the joke. He's saying yes i know these laws are corrupt and unjust but we will keep doing.,random,random
537,"Yes, I know. You have posted the same thing now for at least 2 months.",random,random
538,Buzzb .....Healthcare is a Provincial responsibility........Good...............than SCRAP the Canada Health Act and get Ottawa OUT of provincial jurisdiction..,random,random
539,As DT would say; Wrong,random,random
540,Like I said folks ... crickets from the establishment disinformation crowd.,random,random
541,"Everybody must unite behind Hillary. Stop the fascist Trump at any cost. If he is elected billions of peoples lives will be in jeopardy! Vote for Hillary and sanity! Trump is racist, anti-semtic, Islamaphobia and homophobia!",random,random
542,There's something tawdry about a commentator urging a political party to do what is in its narrow self interest. Is Mr Flanagan looking for a job as a Liberal strategist?,random,random
543,Good call - not fond of mimes either. Too quiet.,random,random
544,Agreed Stephen Harper has been giving Conservatives a bad name ever since he quit the Liberal Party.,random,random
545,Bottom feeders ? It takes one to know one.,random,random
546,Really? This is how you interpret the Ghomeshi saga? You should google the Bavarian Illuminati. Now there's a conspiracy!,random,random
547,Boris is not the Lord Mayor of London. You aren't qualified to make comments when you can't even get basic facts right.,random,random
548,"Sudia Arabia has behead hundreds of prisoners. But, we're allied with them.",random,random
549,Get a life!,random,random
550,"and all of the people that voted for them (especially for Wynne, given all of her disgusting scandals in Ontario).",random,random
551,"The UN is an ineffectual and corrupt organization many of whose members are dictatorships. We have democratic elections which are fairly won, even if some don't like it. The people of Canada decide.",random,random
552,"Totally. I'm amazed that NOBODY seems interested in this basic, basic approach. Geez, people! Try something! Try anything! This isn't swabbing a mop around the floor. Cleaning hospitals requires very extreme, very high quality expertise.",random,random
553,I thought Margaret Wente was supposed to be the funny one! HaHa & LOL!,random,random
554,"""Look no one is suggesting that Clinton is perfect...."" That's good because Hill is the most corrupt US Presidential candidate EVER...",random,random
555,"[The US needs a change and Donnie has the diaper full to do it. ] The US is in trouble, no doubt. But Trump is the kind of change you go for if you've got nothing left to lose. America has an awful lot left to lose, and Trump will lose it for them.",random,random
556,"Full moon having its effect, hmmm?",random,random
557,This may surprise you but Harper lies.,random,random
558,The EU was an economic failure. Its members would have all been better on their own.,random,random
559,If Lincoln could see the way we were behaving today he would be turning in his grave. The left has ruined the political process with their shrill idiocy.,random,random
560,"Who's definition of 'better' shall we use? The nanny liberal socialist one, the wikipedia version or the persons involved's opinion?",random,random
561,"Yes, and Mr Hitler was a good painter.",random,random
562,"Publically funded faith based education has no place in Ontario, period. Why should Catholics be treated any differently than any other religion? The answer is obvious and simple, end the funding - or fund all!",random,random
563,You're going to give the provincial liberals a free pass? It's all Harper's fault? You can't be serious?... What a joke.,random,random
564,"You left out these, all from comments on this thread:'fascists''unelected judges''Junior''LIB propaganda''in your subsidized apartment ''criminal's paradise''sharia law''Bob Rae'That's (ahem) 8 for me. ;-)",random,random
565,"Yeah no shit, but the point is you'll be an insufferable pseud homosexual if you say it that way when speaking English",random,random
566,He only called Rosie O'Donnell a slob ? which will win the Donald a lot of votes.,random,random
567,We are talking about the UN. They would be able to provide as many reasons as needed to explain why Canada did not get the seat. Bureaucracies can explain any decision they make in a way that can sound reasonable.,random,random
568,Your infantile style is unmistakable -- I bet that you and your buddies miss your old playpen at the Sun.,random,random
569,"No, they hate everyone else from outside their borders!'The immigrant vote' along with ridiculous language laws.",random,random
570,"Yep, that's about what passes for 'leadership' out of the Conservative party these days. There are no standards of decency or intelligence whatsoever when it comes to this party of degenerates and fools.",random,random
571,Because she is a Dalton McGuinty Liberal.,random,random
572,Dunny why do you assume there is no conversation happening in class? have you ever visited a grade 2 classroom? All that happens is conversation!,random,random
573,"The Work Farce does weird really, really well.",random,random
574,Tom Z should gaze at his own Canadian navel and not that of his neighbour,random,random
575,"Not worth 100k/yr not even close, the way you lefties talk you have completely lost touch with reality. You know the starting wage for an engineer is 65-70k/yr.... Ask me how I know...",random,random
576,"Alan, can you not go and find a tree to hug somewhere!?",random,random
577,Baird would be a nightmare as PM.,random,random
578,islam is the French underclass?,random,random
579,All of the intelligent people are behind Trump? Broad brush much?,random,random
580,"Same drivel about low information voter, nobody buys that BS anymore, come up with something more tangible. What is unrealistic about building a wall? Again, spell it out.",random,random
581,"Why do the Harperites all fail to address actual issues in favour of bashing their opponents? Oh, right - it's what you've got.",random,random
582,Not what I said at all. But keep trying.,random,random
583,"Who are 'these folks'? Please, illuminate us with your knowledge of the Canadian Muslim community. And kindly stick to the facts.",random,random
584,Another person who thinks CO2 is plant food. Where did you get your science training?,random,random
585,"a weaker democracy, a polarized electorate' remind me of Harper's government",random,random
586,Almost all murders and non-negligent deaths are caused by BLACKS,random,random
587,we are... but the system doesn't allow for recall of politicians/crooks...we have to wait til next election,random,random
588,"I think you mean David Frum. Although he is a bit of glum and grim from which you perhaps get, Grum.",random,random
589,"You sound like you need to bone up on your WW2 history to see what was actually happening. There is simply no current comparison for what was going on, and the bombing (nuke and non-nuke alike) was necessary.",random,random
590,I find the Calgary Flames name to be extremely homophobic and I am outraged. And don't forget about the Green Bay Packers!,random,random
591,I'd bet right now you'd have more success raising money to buy them plane tickets to send them back to Turkey / Jordan / Lebanon.,random,random
592,"My goodness, your concern for Liberals is indeed heart-warming. What say you about a Prime Minster in contempt of Parliament (us), who cheats in elections and passes Constitution-violating legislation at every turn? Thought so.",random,random
593,"The same brain dead liberals in this comments section that voted for Trudeau federally and for Wynne in Ontario are now saying don't vote for Trump. OK, got you.",random,random
594,"Guess you missed the hatred during the referendum, conveniently so I might add.",random,random
595,"There's 'no point' going from self-absorbed to a concern for the grandkids, eh kai2? Particularly if there are no grandkids to 'worry about.' Indeed, completely morally bankrupt.",random,random
596,"As for Confucius Institute, it should be banned completely by all countries. It is the Chinese Teacher Union's vacation program, totally a waste of Chinese tax payer's money.",random,random
597,If I knew as much about anything as M Wente knows about everything I would be border-line genius. When it comes to Pot advise from Margaret. Just say No.,random,random
598,Did you just think that up yourself?,random,random
599,"If one is a Con, why yes, one would honk. Loudly, repeatedly and in as coarse a manner as possible.",random,random
600,"When one of the states has a motto such as 'live free or die', why would you want to move to a colony?",random,random
601,"Assad's regime is murdering Syrians, aided by the murderous and imperialistic regime of Putin. We should nothing to do with either.",random,random
602,"Quick, someone send her the news about Yoga Day from Vancouver, B.C.",random,random
603,Trump leadership suggest Russian roulette in Foreign Affairs is the way to go! Oval Office is not a game for Narcissistic Personality Disorder folks with documented Bipolarity limitations.,random,random
604,"ahahahahahaha... I can't wait for the start of Donald Trump's presidency, it will be EPIC. I hope puts drama teacher, selfie boy in his place. Go Trump, Make America, and the West, Great Again.",random,random
605,NO one in this conversation wants kids smoking pot. Grow up Harperite - if you can.,random,random
606,"Zero examples. And the Muslim countries you refer to are all 3rd world, poor - great.",random,random
607,Ascalepius: You should take a pill. You're irony deficient.,random,random
608,"Congratulations Rmiller101, your dream of Stein winning is even more delusional than the Trumpster Divers. That was a tough hurdle to clear but you jumped right over the bar.",random,random
609,".Yes he did, and than the governments (US, UK, Russia and Canada) that make the decisions on the what, where, when and how sat on 'it', doing NOTHING) The UN does NOT make unilateral decisions, the nations that form the security council DO..",random,random
610,Your posting is classic assumption and a better understanding of a dictionary than the English language. You contradict the thing you wish to defend.,random,random
611,Mikey still has poopy pants from yesterday...,random,random
612,"Nanakanda, you are the one expressing hatred.",random,random
613,What we need here are some salacious divorce records and a twitter account. And a few thousands posts on these comments sections. Then we'll see someone get smeared and attacked.,random,random
614,pretty jewish of you,random,random
615,The plan is similar to the Chinese encouraging Chinese immigration into Tibet: destroy the local culture and replace it with another.,random,random
616,"Translation: Outside of legalizing pot we have no clue what our policies are going to be'You translated incorrectly, If the Liberals release their policy too early the Reform/Conservatives will steal it and claim it for their own.",random,random
617,"But to most of us, it just makes him look gullible.'=====No. Not that. What a stupid remark.",random,random
618,"When it happens in a 'Free World' like the US, then to the Lefties in Hong Kong, this is NOT a problem. Only when it happens in China it becomes a huge problem.",random,random
619,Define 'hypocritical scumbag'.,random,random
620,"Russia was crucified by the warmongering of Putin and his supporters... just look at Russia's human rights, economy and status ...The billions could have gone to feeding the poor, but no... Putin and his zealots crucified Russia instead",random,random
621,"The bigger they are, the harder they hit, best bring a taser.",random,random
622,"Where is your evidence of corruption? That is a very serious charge. Please supply names, and details. Thank you.",random,random
623,"Its scary that Mulcair and the NDP are offering up the more centrist, more thoughtful alternative than Liberals under the boy wonder and his communist leanings.",random,random
624,Small words. Short sentences. Celebrating ignorance. Living in a dreamworld. Welcome to Ford Nation.,random,random
625,Good article - about a career path that has become a monopoly enclave of overpaid professional whiners.,random,random
626,Feel free to add it to your bag of concern troll talking points.,random,random
627,To those philistines who don't know how to freaking spell. It's Israel not Isreal. Sheesh.,random,random
628,Dalton is not a crook!!! He is incompetent!!! Big Difference.,random,random
629,So the left does not trust judges?,random,random
630,Stop fear mongering like a neocon. Be happy climate change wasn't a real crisis.,random,random
631,"Re: ""if cake bakeries simply told gay customers how they felt"" Sorry, but I came to buy a cake, not hear a sermon!",random,random
632,"I think you are talking about the second amendment, but in any case just a stupid comment.",random,random
633,"Trust me, Sanottava, master plumbers will not be digging that trench. But you will be billed as though they were. :>)",random,random
634,"Monkey, If you think private money does not redistribute income and encourage inequality you are far more naive than I thought.",random,random
635,maximrw - what's backwards? THe coward's a Harper?,random,random
636,Sure - you just keep abusing the aboriginal people and bombing Muslims and Asians.,random,random
637,"I wish there were more of this thoughtful eloquence in the current CPC. Instead, the best that they offer us is bigot snitch lines.",random,random
638,Sounds a lot like Russia and China as well.,random,random
639,This is looking like the anti technology column written on computers.,random,random
640,Posting on G&M comment sites for pennies from the Liberal party.,random,random
641,"Based on this editorial, but not just this editorial but the ridiculous opinions regularly put forth, editorial or editorially-directed, etc., this newspaper has gone batty, so politically correct to have lost all sense of common sense.",random,random
642,sorry cant feel sorry for the guy been sucking on the front tit for too long and the only reason he's at all relevant is our government allows french language laws to rule. Yes french spelled wit a small f.,random,random
643,It's idiots like you who are the reason the province is in such dire trouble.,random,random
644,"The Globe is making a big deal of this 'Putin confrontation'.. I would think a Globe reporter would have attempted to verify it, afterall it was reported by the PMO staff so crediblity is lacking... anybody out there who wants the truth?",random,random
645,"Clearly, containing the spread of Ebola is racist.",random,random
646,It's the best of all possible worlds doncha know,random,random
647,I completely agree with you. This government takes pleasure in turning the screws on refugee claimants but rolls out the red carpet for this convicted felon.,random,random
648,"NO bloody excuse Eliza. If the police can't handle certain jobs, then take away their authority to do so and give it to an organization that can .... the army!",random,random
649,Do you want the OILSANDS shut down??? typical left wing stupid comments!!!,random,random
650,^^Really?And what kind of stores would those be? Walmart aims to be one stop shopping - which means there are precious few small business they don't compete with. Get a clue.,random,random
651,You cut-and-paste the same talking points in multiple messages on this thread. Who is paying you?,random,random
652,"So a former Secretary of State and Two-term Senator is, in your mind, worse than a clown with no understanding of how the Government works and what the Constitution says. That soesn't say much good about your thought processes.",random,random
653,"Well.... if I had the choice between the current, un-principled, Saudi regime or an overthrow like we see in Syria, I'll choose the former. One thing the world is learning, slow progress is better and less costly (in lives) than revolution.",random,random
654,how do you know the money wont be used to enrich shareholders first?,random,random
655,I smoke pot but not the very potent stuff. Too potent makes me paranoid. So BC should develop a reputation for potency; that brings recognition. But we should also offer Bud Light for those who like a calm stone.,random,random
656,Total nonsense. Is this a Breitbart theory? No evidence for your conclusions....,random,random
657,"Go easy on them Mike, they are only atoms who don't get around to reading much. I'm glad that you and a few others do. Surviving the age of Rob and Steve would be good.",random,random
658,Ah Lars. I've missed your rants and pipeline support. Visit a reserve and walk in those moccasins before you speak.,random,random
659,Since he's a New York socialist I would lean towards sex offender...,random,random
660,Chiapethewise if you think Doug Saunders is a socialist you don't have any clue about the meaning of that word.,random,random
661,"I agree that Islam is fantasy, but the offense is still very real. If two things equally offend, then does their grounding really matter, if the end result is the same?",random,random
662,"He had to, otherwise he'd have had nothing to work with. When you look at the party platforms, nearly 70% of Canadians agreed with most of it. Seems like thats Canadian enough.",random,random
663,What if they're attacked? Wouldn't you want them to be combat troops?,random,random
664,Two words....Bob Rae!,random,random
665,"Funny; the one western separatist I know is also an Ontario transplant, to BC however, but in the oil business as a services provider.",random,random
666,personally I found recent coverage significantly slanted in favor of Mr. Dix and the NDP. Better luck next time.,random,random
667,Clearly you weren't around while western Canada burned up this summer.,random,random
668,That is fucking incredible,random,random
669,Margaret Wente's response to climate change? Do nothing. And she calls this a mature response to this crisis.,random,random
670,All of 'us' is a backdoor entry of United States.,random,random
671,Drive around Toronto for a while and you will see that the politeness of Canadians is a myth. You will see lots of grit though,random,random
672,A pickled ham wearing lipstick and an apple in its mouth.,random,random
673,"Maybe we can create a huge ""sense of identity"" bureaucracy that we can funnel even more tax dollars into. That'll fix the problem of the odd nutjob slipping through the cracks.",random,random
674,Do you have any idea what welfare rates are like across Canada? You sound like you don't when you say things like that. You gave a nice sounding slogan but at best it is meaningless.,random,random
675,"Worst PM ever, worst government ever. Zero respect. A nation embarrassed. Pathetic.",random,random
676,The Liberal Party is a fungus.,random,random
677,what a load of garbage. the western lunatic fringe took us all on a ride under harpers machiavellian manipulations. the rest of us westerners are finally seeing through it and are sickened by it.,random,random
678,"Google 'New Brunswick General Election 1987'. Even though Richard Hatfield was the Conservative leader at the time, what happened to him and his party is the same thing as what's about to happen to Krusty the Klown and the BC Liberals.",random,random
679,"The United States is a benign factor'Yeah, when they're not busy arming head-chopping and liver-eating jihadis to carry out their vile regime-change plans that are responsible for this whole conflict. Go Russia!",random,random
680,Make way people. ‘Real’ experts from the comments section coming through below.,random,random
681,Actually there is something the haters could do. Sign up as 'supporters' and vote for Garneau. marcgarneau.ca,random,random
682,Trump's 'hair' is the result of an overflow of straw in his cranium.,random,random
683,Who wants a nuclear deal with Iran when the military-industrial-security-banker-government-religion complex would profit immensely by a war on Iran and Artillery Hillary is waiting in the wings to become commander-in-chief with her very own war?,random,random
684,Your comment is beyond juvenile.,random,random
685,Neanderthals from Alberta is redundant. Just say Albertans.,random,random
686,Can't admit who was responsible can you - do you live in the GTA?,random,random
687,"Your sunny ways is becoming more like the Dark Empire, lol",random,random
688,"Wait, did this need a sarcasm flag?",random,random
689,"Once a leader, Canada disappearing from the developing world'yes, Canadians are legends in their own minds..... this started with the Liberals under Chretien who decimated Canada's foreign aid budget not 'in the last 5 years' as Smilie claims",random,random
690,@ Reality_Check (not) most Toronto firefighters & police and most of the highest paid Toronto employees don't live in Toronto. So they aren't spending their high salaries in toronto. Check it out.,random,random
691,I think a councilor should be able to vote how he feels and it is inappropriate to robocallbutwhy is Doug Ford involved AGAIN! He is not the mayor and should not be setting policy or direction. I do agree these guys are bullies and yes liars,random,random
692,"If Tabatha ever ventures off the overly politically correct shores, I would not expect anything more than the usual cookie cutter marzipan journalism, wrapped under 'How few bad apples scared Old Europe' title.",random,random
693,He could do worse than appoint Jim Stanford. LOL,random,random
694,I love the smell of lefty heads exploding.,random,random
695,"Sorry, I must have missed the TV program is named after you.",random,random
696,"Keep dreaming Liberals, but 'Le Dauphin' is not ready for primetime....",random,random
697,"If you are Irrational, don't make stupid comments, make rational ones 'We will only pay for the who get sick through no fault of their own; the public should not be expected to pay for life-style diseases.'",random,random
698,Try using the same logic on Muslims and Arabs. You wouldn't last long.,random,random
699,Disgusting. Cannot believe this pay to play scheme is legal in Canada. Can anyone have faith in a Prime Minister and a Minister of Finance who endorse this practice. So tired of hearing silver spoons yak on about the middle class.,random,random
700,"No, you've just demonstrated the 'God in the gap' fallacy: anything that is beyond your personal knowledge or comprehension must be 'God'. Apparently you could learn more from this episode with the coin...",random,random
701,and with any luck he will soon be the same inside Canada too!,random,random
702,The words of gutless surrender. Hard to imagine that this is what has become of the Vikings,random,random
703,"Wow, two things that I can tell about you from your post: 1. You're young and obviously didn't live through it, & 2. You have or are working toward an Arts degree.",random,random
